org,date,position_summary,quote,doc_url,source_page
Undersigned Tribes within the Colorado River Basin,2020-12-14,"Requests meaningful, government-to-government tribal participation in developing post-2007 Colorado River management; acknowledgement and protection of tribal reserved water rights; refinement of CRSS for tribal uses; analysis and removal of barriers to tribal participation in programs like ICS; consultation with all 29 tribes.",it is imperative that tribes be included in a meaningful way in decision-making for the Colorado River in the years to come.,https://www.usbr.gov/ColoradoRiverBasin/documents/7d/7DReportcomments_CollectiveTribal.pdf,https://www.usbr.gov/ColoradoRiverBasin/interimguidelines/7dreport/draftreport.html
Unit B Irrigation and Drainage District,2023-08-15,"Demands an equitable, transparent post-2026 process including all stakeholders; insists plans follow the Law of the River and priority system; calls for ICS reform, prioritization of voluntary compensated conservation, and clarity/certainty for water users.",The Bureau's post-2026 plans and supporting environmental analysis must follow the Law of the River.,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Fed-State-Local_S-Z_508.pdf,https://www.usbr.gov/ColoradoRiverBasin/post2026/scoping/summary-input.html
United States Department of the Interior FISH AND WILDLIFE SERVICE,,"Supports Reclamation's effort to develop post-2026 operational guidelines, offers assistance, and requests close coordination and detailed analyses to ensure Endangered Species Act compliance and assessment of tipping points.",The Service supports this effort.,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Fed-State-Local_S-Z_508.pdf,https://www.usbr.gov/ColoradoRiverBasin/post2026/scoping/summary-input.html
"United States Department of the Interior NATIONAL PARK SERVICE Interior Regions 6, 7 & 8",2023-08-14,"Requests close NPS involvement in the EIS; urges balancing supply and demand, proactively rebuilding reservoir storage using inflows, modeling worst-case hydrology beyond historical conditions, and analyzing environmental, cultural, recreational, water quality, and endangered species impacts.",Balance Supply and Demand – Long-term average consumptive uses and losses should not exceed the average natural water supply.,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Fed-State-Local_G-R_508.pdf,https://www.usbr.gov/ColoradoRiverBasin/post2026/scoping/summary-input.html
UNITED STATES ENVIRONMENTAL PROTECTION AGENCY REGION IX,2023-08-15,"Supports Reclamation identifying and analyzing alternatives to replace expiring interim guidelines and align available supplies with deliveries to increase stability, protect public health and the environment, and provides NEPA Section 309 review recommendations for the Draft EIS.",The EPA supports Reclamation in identifying and analyzing alternatives to achieve these goals.,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Fed-State-Local_A-F_508.pdf,https://www.usbr.gov/ColoradoRiverBasin/post2026/scoping/summary-input.html
Unknown,,"Requests planners not forget the Salton Sea and to import ocean water to it, warning that Colorado River cuts without ocean imports will destroy the Salton Sea.",Colorado River water cuts without ocean water imports will destroy the Salton Sea.,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Form_Letters_508.pdf,https://www.usbr.gov/ColoradoRiverBasin/post2026/scoping/summary-input.html
UNM School of Law The Utton Transboundary Resources Center,2023-08-14,"Urges Reclamation to establish operational 'guard rails', consider a wide range of hydrologic outcomes, improve transparency in evaporation and consumptive-use accounting, incentivize conservation (including Upper Basin banking), consider reservoir operations to reduce losses, and include tribal interests.",we highly suggest shifting language in the Post-2026 Guidelines from using the word “drought” to using the word “aridification”,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Organizations_T-Z_508.pdf,https://www.usbr.gov/ColoradoRiverBasin/post2026/scoping/summary-input.html
Upper Basin Dialogue (UBD),2023-08-15,"Requests Post-2026 Guidelines that recognize Tribal sovereignty, ensure meaningful Tribal involvement, incorporate Indigenous knowledge and environmental values, build resilience to climate change, and provide transparent, inclusive governance to avoid crisis-driven management.",It is imperative that Tribal Nations be involved in crafting workable solutions with the federal government and the states and it is time to correct the historical wrong of Tribal exclusion.,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Organizations_G-K_508.pdf,https://www.usbr.gov/ColoradoRiverBasin/post2026/scoping/summary-input.html
Upper Basin Dialogue (UBD),2023-08-15,"Requests an inclusive, transparent post-2026 NEPA process that meaningfully involves Tribal Nations, recognizes reduced Colorado River flows, allows tribes to develop federal reserved water rights, and corrects historical tribal exclusion while crafting durable operational strategies.",it is imperative that Tribal Nations be involved in crafting workable solutions with the federal government and the states and it is time to correct the historical wrong of Tribal exclusion,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Tribal_Submissions_508.pdf,https://www.usbr.gov/ColoradoRiverBasin/post2026/scoping/summary-input.html
UPPER COLORADO RIVER COMMISSION,,Approves the 2023 Drought Response Operations Plan and (through its commissioners) forwards the final Plan to the Secretary for consideration and approval.,have approved this 2023 Plan and direct the Upper Colorado River Commission to forward this final 2023 Plan to the Secretary for consideration and approval.,https://www.usbr.gov/ColoradoRiverBasin/documents/dcp/DROA/20230517-2023DROAPlan-508-UCRO.pdf,https://www.usbr.gov/ColoradoRiverBasin/dcp/droa.html
Upper Colorado River Commission,2022-12-01,"The Upper Colorado River Commission concurs with Amendment 1 to Exhibit B of the 2022 Drought Response Operations Plan, provided the amendment is implemented consistent with the original Attachment B provisions; it notes uncertainty about 2023 releases and hydrology.","convey to Reclamation their agreement with the proposed amendment, so long as the proposed amendment is implemented consistent with the original provisions of Attachment B of the 2022 Plan.",https://www.usbr.gov/ColoradoRiverBasin/documents/dcp/DROA/12.01.2022-Letter-CommissionerToutonDROA_Amend_508.pdf,https://www.usbr.gov/ColoradoRiverBasin/dcp/droa.html
UPPER COLORADO RIVER COMMISSION,2023-08-15,"Supports development of new Post-2026 operational guidelines for Lakes Powell and Mead; urges inclusion of Basin States, protection of Upper Basin rights, durable mechanisms to protect and rebuild storage, and actions to address supply-demand imbalance with responsive operations.",The Upper Division States support the development of new operational guidelines and strategies for Lake Powell and Lake Mead (“Post-2026 Operations”) to replace the 2007 Guidelines.,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Fed-State-Local_S-Z_508.pdf,https://www.usbr.gov/ColoradoRiverBasin/post2026/scoping/summary-input.html
Upper Colorado River Commission; Colorado Water Conservation Board,,"Requests Reclamation issue the Lower Basin Consumptive Uses and Losses Report 2006-2022, analyze Secretary authorities, ensure post-2026 guidelines are interim, consult on 2000 ISGs modeling and No Action alternative, and involve Basin States and Tribes in processes.",it is imperative that Reclamation issue the Lower Basin Consumptive Uses and Losses Report 2006-2022 at the earliest opportunity.,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Fed-State-Local_A-F_508.pdf,https://www.usbr.gov/ColoradoRiverBasin/post2026/scoping/summary-input.html
Upper Colorado River Commissioner Department of Natural Resources COLORADO Colorado Water Conservation Board Department of Natural Resources,2023-08-15,Submitted comments to the Bureau of Reclamation regarding post-2026 operational guidelines for the Colorado River; the substantive content is not included in this fragment.,"Rebecca Mitchell, Colorado’s Colorado River Commissioner | Lauren Ris, CWCB Acting Director",https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Fed-State-Local_A-F_508.pdf,https://www.usbr.gov/ColoradoRiverBasin/post2026/scoping/summary-input.html
"Upper Colorado River Division States of Colorado, New Mexico, Utah , and Wyoming (""Upper Division States""), through the Upper Colorado River Commission (""Commission"")",,"Supports adopting and implementing a Drought Response Operations Agreement to minimize Lake Powell declines, maintain hydropower and compact obligations, and coordinate Upper Basin drought response among the Upper Division States.","The Parties intend through this Drought Response Operations Agreement to: 1. Prepare, in advance of drought conditions, drought response operations that will minimize the risk of low water storage conditions at Lake Powell",https://www.usbr.gov/ColoradoRiverBasin/documents/dcp/DroughtContigencyPlansBasinStates-TransmittalLetter-508-DOI.pdf,https://www.usbr.gov/ColoradoRiverBasin/dcp/index.html
"Upper Colorado River Division States of Colorado, New Mexico, Utah, and Wyoming, Upper Colorado River Commission, Secretary of the Interior",2019-05-20,"Parties agree to coordinated drought-response operations using CRSPA Initial Units to prevent Lake Powell falling below 3,525 ft, prioritize Glen Canyon adjustments first, consider all initial units for releases, and ensure recovery of storage while respecting compacts, water rights, and hydropower needs.",The Parties agree to implement their best efforts to coordinate and collaborate on an ongoing basis to achieve the purposes and implement the provisions of this Drought Response Operations Agreement.,https://www.usbr.gov/ColoradoRiverBasin/documents/dcp/final/Attachment-A1-Drought-Response Operations-Agreement-Final.pdf,https://www.usbr.gov/ColoradoRiverBasin/dcp/finaldocs.html
