stakeholder,org_as_stated,date,source_type,position_summary,quote,doc_url,confidence
,"Southwest Hydrology & Hydraulics, LLC",,usbr_post2026_letter,"Requests immediate federal leadership and authorities to manage Colorado River shortages: create a National Water Czar, invoke the Defense Production Act, streamline permitting, improve forecasting, and implement augmentation and conservation measures.",Create a National Water Czar To manage the Colorado River Basin’s long-term water supply.,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Organizations_L-S_508.pdf,low
,"Southwest Hydrology & Hydraulics, LLC",2022-08,usbr_post2026_letter,"Provides conceptual operational strategies for post-2026 Colorado River management; urges strong federal leadership (a National Water Czar), use of Defense Production Act and DARPA, streamlined permitting, improved forecasting, and coordinated multi-agency/tribal/Mexico engagement.","we suggest establishing a National Water Czar or equivalent that has authority to work across agencies at the Executive level, controlling both resources and funding.",https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Organizations_L-S_508.pdf,low
,"Southwest Hydrology & Hydraulics, LLC",2022-08,usbr_post2026_letter,"Asks Reclamation (or a 'National Water Czar') be given authority to expedite and centralize environmental permitting ('one-stop shop') for water storage projects; supports opt-out flexibility, non-federal funding of permitting, expanding storage capacity, and improved subseasonal-to-seasonal forecasting.",Specific authority should be provided to Reclamation or the National Water Czar to expedite environmental permitting of water projects that enhance water supply and reduce water demand,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Organizations_L-S_508.pdf,low
,"Southwest Hydrology & Hydraulics, LLC",2022-08,usbr_post2026_letter,"Urges Reclamation to reinstate the UCAR PACE fellowship, establish a permanent Hydrologic Work Group, adopt stress-test (1988–2019) hydrology in operational models, and expedite augmentation projects (e.g., Salton Sea pipeline) and additional storage coordination with Mexico/Arizona.",Reclamation should consider re -instating its relationship with the University Corporation for Atmospheric Research (UCAR) Postdocs Applying Climate Expertise (PACE) fellowship program,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Organizations_L-S_508.pdf,low
,"Southwest Hydrology & Hydraulics, LLC",2022-08,usbr_post2026_letter,"Advocates exploring a Salton Sea/Gulf of California pipeline and binational desalination to augment Colorado River supplies; urges treaty/minute amendments with Mexico, tribal and NGO engagement, environmental offsets, and expedited federal/state permitting.","A pipeline solution must also address and take into consideration (1) the Republic of Mexico, (2) Indian tribes, and (3) Environmental considerations.",https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Organizations_L-S_508.pdf,low
,"Southwest Hydrology & Hydraulics, LLC",2022-08,usbr_post2026_letter,"Advocates basin-wide actions: forest and soil restoration to increase runoff, prioritize EQIP for storage capacity, amend federal law to increase water holding capacity, expand conservation and recycling (SNWA practices), and implement an integrated basin groundwater strategy.",A basin wide groundwater strategy should be implemented and integrated into water conservation and water operation efforts.,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Organizations_L-S_508.pdf,low
,"Southwest Hydrology & Hydraulics, LLC",2022-08,usbr_post2026_letter,"Supports deploying and scaling innovative technologies (cloud seeding, cloud streets, NASA Airborne Snow Observatory, data assimilation, N-DRIP), expanding AWBA recovery/storage, federal subsidies for N-DRIP to avoid fallowing, and showcasing international collaboration.",Given the proven and tested technology N-DRIP® one solution to the supply and demand imbalance on the Colorado River would be to deploy N-DRIP® at greater scale.,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Organizations_L-S_508.pdf,low
,"Southwest Hydrology & Hydraulics, LLC",2023-08-15,usbr_post2026_letter,"Opposes bifurcating the Near‑Term SEIS and post‑2026 DEIS processes; urges integration of analyses, broader scope including near-term DSEIS findings, and comprehensive treatment of the 2007 Interim Guidelines for workable post‑2026 operations.",Bifurcation of the Post-2026 Operational Strategies and Guidelines Development DEIS and the near-term response actions and development of post-2026 operations SEIS processes will result in a flawed process and unsatisfactory results.,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Organizations_L-S_508.pdf,low
,"Southwest Hydrology & Hydraulics, LLC",2022-08,usbr_post2026_letter,"Urges prioritizing and funding improvements to sub-seasonal-to-seasonal (S2S) and short-term precipitation forecasting, deploy real-time sensor networks, integrate forecasts into reservoir operations, and update dam safety and extreme-event planning.",Funding of short -term forecasting should be increased and integrated with S2S forecasting to optimize water operations.,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Organizations_L-S_508.pdf,low
,State of Arizona,,usbr_post2026_letter,Supports substituting effluent for CAP water and believes tribes should be required to take effluent as substitute as soon as available; sees substitution as essential to meet future M&I demand.,The State believes the substitution of effluent water for CAP water is essential to its ability to meet future water demand from M&I users.,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Tribal_Submissions_508.pdf,low
,State of Arizona,,usbr_post2026_letter,Supports substitution of effluent for CAP water and believes affected tribes should be required to accept effluent substitute water as soon as available; objects to delaying substitution until municipalities exhaust other resources.,It believes that the affected tribes should be required to take effluent as substitute water as soon as the effluent becomes available.,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Tribal_Submissions_508.pdf,low
,State of Arizona,,usbr_post2026_letter,"Objects to the proposed Ak-Chin allocation, arguing most tribal needs should be met by sources other than the CAP and that CAP water should remain for non-Indian users.","The State of Arizona has objected to the proposed Ak-Chin allocation, claiming that most of the tribe's needs set forth in the Settlement Act should be met by sources other than the CAP",https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Tribal_Submissions_508.pdf,low
,State of New Mexico,,usbr_post2026_letter,"Requests Post-2026 Operations improve Colorado River stability, account for increased hydrologic variability from climate change, protect storage at Powell and Mead, reduce Lower Basin/Mexico imbalances, and emphasize effects of actual hydrology while limiting reliance on forecasts.",Post-2026 Operations need to improve the stability of the Colorado River system and ensure that stability into the future.,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Fed-State-Local_S-Z_508.pdf,low
,State of Utah,,usbr_post2026_letter,"Urges Post-2026 Criteria to require earlier, meaningful Lower Basin reductions; protect Lake Powell releases from Lower Basin operations; treat conservation actions as neutral; base operations on actual hydrology and storage; protect Upper Basin consumptive uses; and engage Tribes and Basin States.",Utah will not support a No Action Alternative for the Post-2026 EIS that extends the 2007 Interim Guidelines or the 2019 DCP.,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Fed-State-Local_A-F_508.pdf,low
,"State of Utah, Department of Natural Resources, Division of Water Resources",2020-11-13,usbr_post2026_letter,"Requests stronger evaluation of impacts on the Upper Basin and Lake Powell, including assessing reduced water available for Upper Basin development, applying 2008–2019 hydrology to the 2007 model for comparison, clarifying figures, and continued state consultation.",We recommend that actual 2008 to 2019 hydrology be applied to the 2007 version of the Colorado River System Simulation and compared with observed results.,https://www.usbr.gov/ColoradoRiverBasin/documents/7d/7DReportcomments_UDWR.pdf,low
,THE STATE OF NEW MEXICO,,usbr_post2026_letter,Approves the 2023 Drought Response Operations Plan and directs the Upper Colorado River Commission to forward the final Plan to the Secretary for consideration and approval.,have approved this 2023 Plan and direct the Upper Colorado River Commission to forward this final 2023 Plan to the Secretary for consideration and approval.,https://www.usbr.gov/ColoradoRiverBasin/documents/dcp/DROA/20230517-2023DROAPlan-508-UCRO.pdf,low
,THE STATE OF UTAH,,usbr_post2026_letter,Approves the 2023 Drought Response Operations Plan and directs the Upper Colorado River Commission to forward the final Plan to the Secretary for consideration and approval.,have approved this 2023 Plan and direct the Upper Colorado River Commission to forward this final 2023 Plan to the Secretary for consideration and approval.,https://www.usbr.gov/ColoradoRiverBasin/documents/dcp/DROA/20230517-2023DROAPlan-508-UCRO.pdf,low
,THE STATE OF WYOMING,,usbr_post2026_letter,Approves the 2023 Drought Response Operations Plan and directs the Upper Colorado River Commission to forward the final Plan to the Secretary for consideration and approval.,have approved this 2023 Plan and direct the Upper Colorado River Commission to forward this final 2023 Plan to the Secretary for consideration and approval.,https://www.usbr.gov/ColoradoRiverBasin/documents/dcp/DROA/20230517-2023DROAPlan-508-UCRO.pdf,low
